date,location,avgtemp_c,totalprecip_mm,avghumidity,uv,bodyweight (gm/bird),feedintake (gm/bird/day),waterintake (ml/bird/day)
2023-04-24,Pathein,31.2,0.5,60,9,"2,052",139,168
2023-05-01,Pathein,31.5,0.3,57,8,193,22,22
2023-05-08,Pathein,32.4,0,60,9,507,52,49
2023-05-15,Pathein,29,8.15,73,7,875,83,85
2023-05-22,Pathein,30,1.1,69,7,"1,333",113,94
2023-05-29,Pathein,30.4,3.3,63,8,"2,167",164,172
2023-06-05,Pathein,28.5,12,67,7,188,27,26
2023-06-12,Pathein,26.1,35.1,83,6,487,43,47
2023-06-19,Pathein,27.1,26.25,83,7,830,71,77
2023-06-26,Pathein,26.7,22.65,85,6,"1,501",121,107
2023-07-03,Pathein,27.5,15.45,80,7,"2,338",144,149
2023-07-10,Pathein,28.1,39.7,79,7,193,24,21
2023-07-17,Pathein,25.7,26.28,91,6,465,54,49
2023-07-24,Pathein,27.8,23.7,80,7,797,94,76
2023-07-31,Pathein,27.2,27.95,85,6,"1,458",99,121
2023-08-07,Pathein,26.6,29.65,86,6,"2,125",174,179
2023-08-14,Pathein,27.8,2.1,79,7,206,20,20
2023-08-21,Pathein,27.9,5.7,80,7,519,51,49
2023-08-28,Pathein,26.8,14.8,86,6,821,77,82
2023-09-04,Pathein,26.2,43.4,91,6,"1,214",98,110
2023-09-11,Pathein,24.5,66.4,96,6,"2,082",161,163
2023-09-18,Pathein,25.2,8.6,93,6,188,21,23
2023-09-25,Pathein,27.6,6.07,84,7,477,54,43
2023-10-02,Pathein,24.4,41.79,97,6,841,81,81
2023-10-09,Pathein,25.9,9.58,89,6,"1,468",115,117
2023-10-16,Pathein,26.9,2.98,82,7,"2,113",178,136
2023-10-23,Pathein,25.1,0.72,91,6,174,26,24
2023-10-30,Pathein,26.5,6.71,85,7,495,56,49
2023-11-06,Pathein,27.4,0.02,79,7,"1,065",95,85
2023-11-13,Pathein,26.7,3.3,82,7,"1,604",103,99
2023-11-20,Pathein,25.7,0.02,79,7,"2,305",169,164
2023-11-27,Pathein,25.1,0.06,71,8,198,26,19
2023-12-04,Pathein,26.5,0,70,8,509,43,49
2023-12-11,Pathein,25.9,0,72,8,932,71,75
2023-12-18,Pathein,25.1,0,65,8,"1,267",113,113
2023-12-25,Pathein,24.6,0,69,8,"2,139",152,171
2024-01-01,Pathein,23.9,0,67,8,212,24,20
2024-01-08,Pathein,24.7,0,55,8,443,48,55
2024-01-15,Pathein,24.7,0,69,8,847,91,92
2024-01-22,Pathein,24.1,0,48,8,"1,326",117,98
2024-01-29,Pathein,24.3,0.03,60,7,"2,123",141,179
2024-02-05,Pathein,25.3,0,50,8,196,24,24
2024-02-12,Pathein,25.9,0,52,9,433,53,50
2024-02-19,Pathein,24.8,0,47,8,"1,043",77,70
2024-02-26,Pathein,27.9,0,54,9,"1,176",136,101
2024-03-04,Pathein,26.5,0,61,9,"2,191",144,140
2024-03-11,Pathein,26.5,0,47,9,202,22,21
2024-03-18,Pathein,29.3,0,56,9,475,46,45
2024-03-25,Pathein,28.8,0,61,9,835,76,90
2024-04-01,Pathein,29.2,0,58,9,"1,641",119,119
2024-04-08,Pathein,30.5,0,67,9,"2,275",164,150
2024-04-15,Pathein,31.5,0,52,9,222,24,24
2024-04-22,Pathein,30.4,0,65,9,473,56,49
2024-04-29,Pathein,31.7,0,61,9,817,93,78
2024-05-06,Pathein,31.9,0,58,9,"1,194",130,107
2024-05-13,Pathein,31.7,2.33,57,8,"1,954",171,156
2024-05-20,Pathein,32.6,0.11,60,9,210,24,19
2024-05-27,Pathein,28.2,28.13,85,7,494,47,40
2024-06-03,Pathein,26.5,17.96,89,6,817,82,84
2024-06-10,Pathein,27.4,12.97,84,6,"1,219",116,134
2024-06-17,Pathein,27.9,2.37,83,7,"2,186",171,172
2024-06-24,Pathein,26.6,13.44,88,6,191,22,26
2024-07-01,Pathein,27,19.79,86,6,484,51,55
2024-07-29,Pathein,25.5,26.26,91,6,849,81,82
2021-01-04,Sakot,13.7,1.1,49,5,"1,265",101,105
2021-01-11,Sakot,11.8,0,31,5,"2,214",150,160
2021-01-18,Sakot,12.2,0,45,5,225,23,26
2021-01-25,Sakot,11.3,0,33,5,459,60,59
2021-02-01,Sakot,13.9,0,32,6,"1,068",90,91
2021-02-08,Sakot,15.1,0,29,5,"1,592",133,112
2021-02-15,Sakot,17.6,0,29,6,"2,044",144,150
2021-02-22,Sakot,19.1,0,32,7,206,20,21
2021-03-01,Sakot,17.8,0,28,7,443,54,42
2021-03-08,Sakot,20.6,4.3,39,6,"1,006",93,82
2021-03-15,Sakot,20.1,0,38,6,"1,587",137,112
2021-03-22,Sakot,17,13.4,63,4,"2,282",152,142
2021-03-29,Sakot,23.2,2.1,38,6,199,26,25
2021-04-05,Sakot,24.1,0,30,7,439,55,47
2021-04-12,Sakot,24.7,0.3,30,8,898,77,81
2021-04-19,Sakot,22.9,0,39,7,"1,452",127,133
2021-04-26,Sakot,28.1,0,22,9,"2,283",182,162
2021-05-03,Sakot,30.8,0.4,26,8,212,27,20
2021-05-10,Sakot,29,2.2,31,8,508,56,49
2021-05-17,Sakot,29.2,0,30,9,994,84,84
2021-05-24,Sakot,28.6,0,24,7,"1,600",138,101
2021-05-31,Sakot,33.7,1,21,9,"2,110",147,173
2021-06-07,Sakot,35.6,0,26,10,188,22,23
2021-06-14,Sakot,31.1,2.3,38,8,463,52,51
2021-06-21,Sakot,32.1,0,32,9,882,95,71
2021-06-28,Sakot,35.5,0.1,18,9,"1,574",133,107
2021-07-05,Sakot,34.4,0.2,27,9,"2,025",162,170
2021-07-12,Sakot,29.2,17.3,51,7,178,22,26
2021-07-19,Sakot,28.4,43.62,67,7,556,55,47
2021-07-26,Sakot,32,1.3,51,7,"1,049",94,92
2021-08-02,Sakot,29.6,1.33,68,7,"1,657",106,113
2021-08-09,Sakot,29.4,9.57,65,7,"2,139",142,143
2021-08-16,Sakot,29.2,0,49,8,190,22,22
2021-08-23,Sakot,30.9,0,50,8,545,53,46
2021-08-30,Sakot,28.2,2.8,58,7,981,72,84
2021-09-06,Sakot,31.6,0.4,49,8,"1,608",120,128
2021-09-13,Sakot,26.9,0,69,7,"2,083",168,159
2021-09-20,Sakot,29.8,0.6,53,7,200,27,25
2021-09-27,Sakot,28.6,0,55,8,453,44,46
2021-10-04,Sakot,26.8,3.5,56,7,953,72,86
2021-10-11,Sakot,24.6,14.3,44,7,"1,437",117,100
2021-10-18,Sakot,23.8,0,51,6,"2,053",177,146
2021-10-25,Sakot,18.3,0,54,7,186,28,25
2021-11-01,Sakot,19.2,0,30,7,465,51,50
2021-11-08,Sakot,18.5,0,27,7,861,88,82
2021-11-15,Sakot,16.5,0,27,7,"1,445",111,135
2021-11-22,Sakot,16.1,0,23,7,"2,157",151,153
2021-11-29,Sakot,15.2,0,32,5,180,27,25
2021-12-06,Sakot,14.5,0.7,56,6,538,51,52
2021-12-13,Sakot,11.2,0,27,4,"1,003",98,76
2021-12-20,Sakot,10,0.2,20,4,"1,371",115,123
2021-12-27,Sakot,11.5,1.1,57,4,"2,308",163,178
2022-01-03,Sakot,12,1,42,4,190,19,25
2022-01-10,Sakot,9.7,0.1,66,4,510,46,51
2022-01-17,Sakot,11.8,0.1,42,4,"1,034",86,78
2022-01-24,Sakot,10.3,0.9,76,3,"1,176",122,119
2022-01-31,Sakot,11.7,0,50,5,"2,110",146,146
2022-02-07,Sakot,12.4,0.4,54,5,191,20,24
2022-02-14,Sakot,13.7,0,37,6,549,56,46
2022-02-21,Sakot,14.7,0,25,6,855,91,81
2022-02-28,Sakot,13.3,0,42,5,"1,682",131,115
2022-03-07,Sakot,16.4,13.8,66,5,"2,040",162,156
2022-03-14,Sakot,22.7,0,34,8,193,23,22
2022-03-21,Sakot,24.3,0,28,8,552,50,43
2022-03-28,Sakot,25.6,0,19,8,971,96,71
2022-04-04,Sakot,26,0,17,8,"1,474",102,100
2022-04-11,Sakot,30,0,13,9,"2,249",143,164
2022-04-18,Sakot,29.8,0.1,15,8,201,26,25
2022-04-25,Sakot,27.4,2.8,26,8,464,56,49
2022-05-02,Sakot,32.6,0,17,10,955,84,81
2022-05-09,Sakot,33.1,1.7,13,9,"1,452",100,96
2022-05-16,Sakot,34.2,0.4,11,9,"2,269",181,175
2022-05-23,Sakot,25.3,2.82,51,7,183,20,18
2022-05-30,Sakot,32.4,0.1,21,8,468,48,56
2022-06-06,Sakot,35.8,0,8,10,"1,116",98,78
2022-06-13,Sakot,35,0,23,9,"1,697",123,113
2022-06-20,Sakot,28.2,3.2,41,7,"2,117",171,159
2022-06-27,Sakot,35.3,0,16,10,220,25,26
2022-07-04,Sakot,32.1,1.3,53,8,477,58,52
2022-07-11,Sakot,29.2,2.1,67,7,856,93,72
2022-07-18,Sakot,33.2,0,40,9,"1,258",129,137
2022-07-25,Sakot,27.1,10.3,78,6,"2,121",149,178
2022-08-01,Sakot,27.1,10.6,72,7,215,23,19
2022-08-08,Sakot,29.2,1.6,73,7,478,56,42
2022-08-15,Sakot,26.8,12.5,77,6,"1,004",73,91
2022-08-22,Sakot,28.7,0.1,65,7,"1,500",120,111
2022-08-29,Sakot,29.2,0.6,63,7,"2,363",150,150
2022-09-05,Sakot,25.4,12.3,75,6,201,27,19
2022-09-12,Sakot,26.6,5.8,70,7,540,42,42
2022-09-19,Sakot,27.5,0,51,9,"1,005",84,75
2022-09-26,Sakot,26.3,0.2,60,7,"1,681",129,104
2022-10-03,Sakot,27.2,0,41,9,"2,195",158,172
2022-10-10,Sakot,24.7,0,48,8,207,19,23
2022-10-17,Sakot,24.2,0,30,8,457,58,48
2022-10-24,Sakot,21.3,0,34,7,"1,118",77,75
2022-10-31,Sakot,22.2,0.3,31,6,"1,468",120,139
2022-11-07,Sakot,18.5,6.7,62,5,"2,264",155,179
2022-11-14,Sakot,14.1,13.5,62,4,198,20,22
2022-11-21,Sakot,16,0,35,6,549,54,58
2022-11-28,Sakot,15.5,0,30,6,810,90,74
2022-12-05,Sakot,14,0,35,5,"1,268",138,113
2022-12-12,Sakot,14.4,0,30,6,"2,350",183,142
2022-12-19,Sakot,13.6,0,27,6,220,25,20
2022-12-26,Sakot,12.1,0,21,5,555,47,56
2023-01-02,Sakot,9.4,0,28,5,863,91,76
2023-01-09,Sakot,12.9,0,59,6,"1,424",104,108
2023-01-16,Sakot,8.8,0,40,5,"2,069",163,157
2023-01-23,Sakot,9.7,0.3,58,5,180,24,20
2023-01-30,Sakot,9.8,34.7,80,3,505,54,48
2023-02-06,Sakot,13.8,4,59,4,"1,019",94,89
2023-02-13,Sakot,11.1,0,34,5,"1,676",134,132
2023-02-20,Sakot,17.8,0.6,39,5,"2,337",150,166
2023-02-27,Sakot,20,0,38,7,213,27,23
2023-03-06,Sakot,19.9,0,39,7,486,57,43
2023-03-13,Sakot,23.5,0,35,8,"1,104",72,92
2023-03-20,Sakot,21.5,0,41,7,"1,165",113,136
2023-03-27,Sakot,20.8,0,44,7,"2,159",167,137
2023-04-03,Sakot,18.2,11.8,66,5,180,24,26
2023-04-10,Sakot,23.6,0,28,8,504,60,41
2023-04-17,Sakot,27.4,0.1,31,7,860,96,72
2023-04-24,Sakot,24.6,0,25,8,"1,491",127,113
2023-05-01,Sakot,23.4,6,49,6,"2,253",155,163
2023-05-08,Sakot,22.5,4.2,46,6,178,28,19
2023-05-15,Sakot,28.9,0,23,8,458,47,50
2023-05-22,Sakot,34,0,14,10,"1,052",91,86
2023-05-29,Sakot,25.8,0.4,49,7,"1,335",125,98
2023-06-05,Sakot,28.9,0.8,33,8,"2,231",149,177
2023-06-12,Sakot,33.5,3.3,24,9,209,27,25
2023-06-19,Sakot,34.6,0,32,9,515,48,55
2023-06-26,Sakot,31.3,10.25,44,8,941,78,93
2023-07-03,Sakot,34.4,0,35,9,"1,268",107,128
2023-07-10,Sakot,29.7,0,54,8,"2,313",183,158
2023-07-17,Sakot,30.8,7.85,60,8,194,25,19
2023-07-24,Sakot,30.2,0,61,8,454,44,47
2023-07-31,Sakot,30.3,0.2,53,8,900,93,88
2023-08-07,Sakot,29.2,7.8,60,7,"1,224",131,107
2023-08-14,Sakot,29.5,15.4,63,7,"2,127",141,149
2023-08-21,Sakot,32.3,0.3,54,8,225,27,22
2023-08-28,Sakot,27,19.3,66,7,515,48,51
2023-09-04,Sakot,31.1,0,45,9,"1,016",89,85
2023-09-11,Sakot,30.1,0,55,8,"1,217",118,109
2023-09-18,Sakot,26.4,14.1,72,7,"2,353",177,169
2023-09-25,Sakot,26,3.91,54,7,176,20,19
2023-10-02,Sakot,25.9,0,30,8,524,50,48
2023-10-09,Sakot,27.5,6.24,36,7,921,73,80
2023-10-16,Sakot,18.5,37.3,73,5,"1,591",130,124
2023-10-23,Sakot,22,0,42,7,"2,197",165,179
2023-10-30,Sakot,22.9,0,33,7,205,23,26
2023-11-06,Sakot,21.1,0,25,6,548,51,45
2023-11-13,Sakot,17.6,0,49,5,899,71,75
2023-11-20,Sakot,17.8,0,31,6,"1,635",102,119
2023-11-27,Sakot,17.4,0,28,5,"2,182",155,154
2023-12-04,Sakot,15.6,0,32,6,192,22,18
2023-12-11,Sakot,13.8,0,25,6,436,56,51
2023-12-18,Sakot,13.1,0,29,6,979,73,70
2023-12-25,Sakot,15.5,0,30,6,"1,526",112,134
2024-01-01,Sakot,13.2,0,31,6,"2,127",152,160
2024-01-08,Sakot,12.2,0,28,5,206,20,20
2024-01-15,Sakot,13.4,0,24,6,534,58,59
2024-01-22,Sakot,12.1,0,26,5,874,86,80
2024-01-29,Sakot,14,0.04,49,5,"1,627",116,116
2024-02-05,Sakot,9.3,0,60,5,"2,197",156,175
2024-02-12,Sakot,13.7,0,31,5,199,21,23
2024-02-19,Sakot,13.1,9.58,67,4,541,47,42
2024-02-26,Sakot,13,0,38,4,"1,076",91,74
2024-03-04,Sakot,10.4,0,53,4,"1,164",122,127
2024-03-11,Sakot,17.6,0,36,5,"2,364",167,165
2024-03-18,Sakot,19.2,0,31,7,215,19,22
2024-03-25,Sakot,22.8,0,40,6,473,56,52
2024-04-01,Sakot,20.9,0,35,7,855,73,91
2024-04-08,Sakot,24.1,0,26,8,"1,163",103,109
2024-04-15,Sakot,18.2,4.01,73,5,"2,025",167,148
2024-04-22,Sakot,23.9,0.4,43,8,186,22,23
2024-04-29,Sakot,17.5,25.18,72,6,540,58,55
2024-05-06,Sakot,29.4,0,33,9,881,79,69
2024-05-13,Sakot,28.7,0,28,9,"1,236",120,111
2024-05-20,Sakot,33.6,0,21,10,"2,190",182,172
2024-05-27,Sakot,35.7,0,15,10,203,30,22
2024-06-03,Sakot,36.4,0.26,12,9,558,59,58
2024-06-10,Sakot,34.7,0,15,10,"1,113",89,83
2024-06-17,Sakot,38.4,0,16,11,"1,250",127,113
2024-06-24,Sakot,36.1,0,23,10,"2,356",155,178
2024-07-01,Sakot,36.3,1.42,38,9,217,26,20
2024-07-29,Sakot,30.3,48.5,73,7,471,54,56
2021-01-04,Taunggyi,17.9,0,66,6,949,94,69
2021-01-11,Taunggyi,17,0.3,75,5,"1,387",100,125
2021-01-18,Taunggyi,14.4,0,64,5,"2,270",155,136
2021-01-25,Taunggyi,17,0,55,6,200,26,21
2021-02-01,Taunggyi,15.3,0,38,6,557,47,41
2021-02-08,Taunggyi,13.7,6,59,4,"1,010",71,81
2021-02-15,Taunggyi,17.2,0,38,6,"1,231",99,104
2021-02-22,Taunggyi,18.5,0,46,6,"2,033",163,150
2021-03-01,Taunggyi,19.8,0,31,7,196,24,19
2021-03-08,Taunggyi,19.6,0,24,7,555,49,59
2021-03-15,Taunggyi,21.2,0,28,7,880,80,71
2021-03-22,Taunggyi,24.3,0,24,8,"1,387",122,112
2021-03-29,Taunggyi,22.5,0,25,7,"1,965",140,183
2021-04-05,Taunggyi,17.4,12.9,50,5,180,20,20
2021-04-12,Taunggyi,22.1,0,49,6,520,60,56
2021-04-19,Taunggyi,20.9,0.2,51,6,933,89,85
2021-04-26,Taunggyi,21.7,6.1,68,6,"1,373",117,97
2021-05-03,Taunggyi,22.1,0.7,59,6,"1,964",157,144
2021-05-10,Taunggyi,21.7,6.4,63,6,198,24,25
2021-05-17,Taunggyi,24.3,0,43,7,505,54,51
2021-05-24,Taunggyi,22,2.1,72,6,886,76,88
2021-05-31,Taunggyi,18.7,9.8,94,5,"1,390",113,116
2021-06-07,Taunggyi,21,11.5,84,6,"2,267",170,164
2021-06-14,Taunggyi,19.6,2.2,90,5,184,19,26
2021-06-21,Taunggyi,19.6,3,83,5,450,47,49
2021-06-28,Taunggyi,19.1,2.5,88,5,"1,045",81,75
2021-07-05,Taunggyi,20,3.21,89,5,"1,315",116,94
2021-07-12,Taunggyi,20.9,3.1,83,6,"2,233",163,164
2021-07-19,Taunggyi,20.1,11.95,88,5,207,21,18
2021-07-26,Taunggyi,18.7,46.5,91,5,558,55,48
2021-08-02,Taunggyi,19.2,22.5,91,5,"1,101",87,67
2021-08-09,Taunggyi,20.2,3.4,83,5,"1,591",95,111
2021-08-16,Taunggyi,18.4,9.5,95,5,"2,354",162,168
2021-08-23,Taunggyi,19.4,1.5,89,5,211,24,26
2021-08-30,Taunggyi,18.6,9.94,94,5,510,52,46
2021-09-06,Taunggyi,19.1,20.35,91,5,946,81,90
2021-09-13,Taunggyi,20.6,3.2,88,5,"1,244",99,129
2021-09-20,Taunggyi,19.6,5.67,91,5,"2,293",147,136
2021-09-27,Taunggyi,19.5,9.6,85,5,217,22,20
2021-10-04,Taunggyi,19.9,8.27,92,5,473,50,49
2021-10-11,Taunggyi,20.3,13.5,86,5,924,70,81
2021-10-18,Taunggyi,18.7,0,88,5,"1,255",97,126
2021-10-25,Taunggyi,18.4,7.27,92,5,"2,365",137,144
2021-11-01,Taunggyi,18.5,6.8,84,5,205,27,26
2021-11-08,Taunggyi,19.5,0.3,83,5,501,43,47
2021-11-15,Taunggyi,18.1,4.2,89,5,859,88,82
2021-11-22,Taunggyi,18.1,0,75,6,"1,672",134,97
2021-11-29,Taunggyi,17.1,0,72,6,"2,221",181,157
2021-12-06,Taunggyi,15.9,0,80,5,220,23,23
2021-12-13,Taunggyi,17,0,75,5,471,47,54
2021-12-20,Taunggyi,15.3,0,73,6,"1,025",82,78
2021-12-27,Taunggyi,14.9,0,61,6,"1,687",124,121
2022-01-03,Taunggyi,15.5,0,56,6,"2,065",169,177
2022-01-10,Taunggyi,16.2,0,48,6,177,20,21
2022-01-17,Taunggyi,14.3,0,64,6,497,43,51
2022-01-24,Taunggyi,14.2,0,53,6,993,94,87
2022-01-31,Taunggyi,13.3,0,39,6,"1,434",121,95
2022-02-07,Taunggyi,14.5,0,42,6,"2,197",146,137
2022-02-14,Taunggyi,16.8,0,29,7,220,28,27
2022-02-21,Taunggyi,15.3,0.8,38,5,519,47,50
2022-02-28,Taunggyi,19.5,0,24,7,961,73,93
2022-03-07,Taunggyi,22.3,0,27,7,"1,182",99,133
2022-03-14,Taunggyi,24.7,0,35,8,"2,009",166,172
2022-03-21,Taunggyi,20.8,0.9,66,6,212,19,26
2022-03-28,Taunggyi,21.6,0,35,7,443,47,46
2022-04-04,Taunggyi,20.4,0,63,5,984,97,76
2022-04-11,Taunggyi,23.2,0,38,7,"1,666",104,111
2022-04-18,Taunggyi,21,7.1,68,6,"1,987",142,173
2022-04-25,Taunggyi,24.8,0,44,8,203,26,25
2022-05-02,Taunggyi,22.4,12.1,54,6,441,59,48
2022-05-09,Taunggyi,20.5,21.68,80,5,"1,042",78,70
2022-05-16,Taunggyi,22,0.3,74,6,"1,523",132,127
2022-05-23,Taunggyi,21.2,2.7,75,6,"2,114",137,158
2022-05-30,Taunggyi,21,0.6,78,6,216,24,23
2022-06-06,Taunggyi,21.1,2.3,77,6,468,53,41
2022-06-13,Taunggyi,19.9,1.1,87,5,945,83,86
2022-06-20,Taunggyi,19.4,0.6,82,5,"1,244",111,95
2022-06-27,Taunggyi,20.5,8.12,83,5,"2,040",143,169
2022-07-04,Taunggyi,21,4.8,86,5,206,25,22
2022-07-11,Taunggyi,21,5.4,86,6,511,48,51
2022-07-18,Taunggyi,21.1,0.3,84,6,832,84,78
2022-07-25,Taunggyi,21.2,11.6,83,6,"1,583",98,130
2022-08-01,Taunggyi,18.6,22.13,97,5,"1,992",136,151
2022-08-08,Taunggyi,19.2,16,95,5,223,27,23
2022-08-15,Taunggyi,19.3,4,91,5,487,57,42
2022-08-22,Taunggyi,19.3,7.63,95,5,"1,065",93,87
2022-08-29,Taunggyi,20.5,12,85,6,"1,172",110,123
2022-09-05,Taunggyi,20.4,9.4,90,5,"2,308",159,180
2022-09-12,Taunggyi,17.8,6.4,92,4,198,25,23
2022-09-19,Taunggyi,20.2,2.7,91,5,506,51,41
2022-09-26,Taunggyi,19.8,12.21,88,5,974,78,68
2022-10-03,Taunggyi,19.6,14.75,91,5,"1,679",97,121
2022-10-10,Taunggyi,19,6.6,90,5,"2,050",179,154
2022-10-17,Taunggyi,19.3,0.2,79,5,215,22,23
2022-10-24,Taunggyi,18.8,1.1,88,5,477,46,52
2022-10-31,Taunggyi,19.5,2.57,86,5,895,82,67
2022-11-07,Taunggyi,18.5,0,74,6,"1,496",129,94
2022-11-14,Taunggyi,18.8,0,69,6,"1,981",136,179
2022-11-21,Taunggyi,19.1,0,81,5,205,20,24
2022-11-28,Taunggyi,18.5,0.5,83,5,493,40,48
2022-12-05,Taunggyi,18.7,0,72,6,803,91,88
2022-12-12,Taunggyi,17.5,0,69,6,"1,535",109,134
2022-12-19,Taunggyi,15.8,1.4,77,5,"2,106",142,171
2022-12-26,Taunggyi,15.6,0,70,6,206,25,20
2023-01-02,Taunggyi,15.3,0,67,6,538,56,56
2023-01-09,Taunggyi,16.4,0,54,6,"1,015",71,86
2023-01-16,Taunggyi,15,0,44,6,"1,551",127,131
2023-01-23,Taunggyi,17.3,0,35,6,"1,998",168,149
2023-01-30,Taunggyi,18.2,0,52,7,205,23,26
2023-02-06,Taunggyi,16.7,0,23,7,539,49,52
2023-02-13,Taunggyi,18.2,0,30,7,797,84,83
2023-02-20,Taunggyi,17.8,0,45,7,"1,380",119,120
2023-02-27,Taunggyi,20.6,0,42,7,"2,111",162,176
2023-03-06,Taunggyi,21.9,0,34,8,204,27,26
2023-03-13,Taunggyi,22.8,0.5,42,7,480,50,57
2023-03-20,Taunggyi,20.8,0,40,7,887,73,82
2023-03-27,Taunggyi,25.5,0,33,8,"1,193",130,130
2023-04-03,Taunggyi,20.9,0,50,7,"2,201",164,159
2023-04-10,Taunggyi,25.1,0,22,8,224,21,19
2023-04-17,Taunggyi,25.9,0,28,8,445,49,59
2023-04-24,Taunggyi,24.3,0.5,34,7,832,96,81
2023-05-01,Taunggyi,24.7,0.6,37,7,"1,576",104,118
2023-05-08,Taunggyi,25.6,1.9,52,7,"2,224",151,137
2023-05-15,Taunggyi,19.9,9.3,68,5,196,26,26
2023-05-22,Taunggyi,24.4,0,49,8,485,55,41
2023-05-29,Taunggyi,23.9,6,55,6,"1,077",95,84
2023-06-05,Taunggyi,22,18.15,75,6,"1,343",116,133
2023-06-12,Taunggyi,20.9,7,83,5,"2,369",172,172
2023-06-19,Taunggyi,20.4,7.2,86,5,204,23,25
2023-06-26,Taunggyi,20.1,11.35,85,5,488,50,42
2023-07-03,Taunggyi,21.3,9.5,84,6,984,74,86
2023-07-10,Taunggyi,18.8,3.35,95,5,"1,175",106,135
2023-07-17,Taunggyi,20.3,15.73,87,5,"2,099",143,157
2023-07-24,Taunggyi,21.4,20.85,85,6,188,27,21
2023-07-31,Taunggyi,19.1,7.98,97,4,520,47,44
2023-08-07,Taunggyi,17.2,25.45,98,4,"1,034",78,80
2023-08-14,Taunggyi,20.1,8.45,92,5,"1,540",100,126
2023-08-21,Taunggyi,19.2,11.7,92,5,"2,023",170,157
2023-08-28,Taunggyi,19.8,6.5,90,5,218,19,18
2023-09-04,Taunggyi,22.7,9.3,85,6,446,42,50
2023-09-11,Taunggyi,20.8,29.1,93,5,"1,049",92,81
2023-09-18,Taunggyi,21,14,94,5,"1,673",135,124
2023-09-25,Taunggyi,22,20.58,87,6,"2,083",136,173
2023-10-02,Taunggyi,20.3,6.57,94,5,209,22,21
2023-10-09,Taunggyi,20.1,19.85,92,5,539,56,43
2023-10-16,Taunggyi,21.1,0.47,79,6,890,93,73
2023-10-23,Taunggyi,20.4,16.21,88,5,"1,682",98,101
2023-10-30,Taunggyi,20.2,12.4,91,5,"2,122",180,156
2023-11-06,Taunggyi,20.5,1.46,83,5,219,25,24
2023-11-13,Taunggyi,20.5,7.47,83,5,514,49,55
2023-11-20,Taunggyi,19.6,1.04,86,5,878,80,85
2023-11-27,Taunggyi,19.3,0.03,75,5,"1,620",100,114
2023-12-04,Taunggyi,19.3,3.03,83,5,"2,118",144,159
2023-12-11,Taunggyi,18.5,0,80,5,215,26,20
2023-12-18,Taunggyi,16.7,0,66,6,443,55,56
2023-12-25,Taunggyi,16.7,0.03,74,5,926,73,72
2024-01-01,Taunggyi,15.7,0,58,6,"1,652",97,136
2024-01-08,Taunggyi,15.4,0,50,6,"2,069",139,179
2024-01-15,Taunggyi,17,0,52,6,188,21,18
2024-01-22,Taunggyi,14.9,0,41,6,484,51,50
2024-01-29,Taunggyi,15.3,0,53,6,"1,010",88,78
2024-02-05,Taunggyi,15.9,0,42,7,"1,298",106,102
2024-02-12,Taunggyi,19.3,0,35,7,"2,159",155,169
2024-02-19,Taunggyi,17.9,0,18,7,225,23,28
2024-02-26,Taunggyi,21.3,0,38,7,528,45,53
2024-03-04,Taunggyi,20.8,0,20,7,859,94,79
2024-03-11,Taunggyi,22.7,0,23,8,"1,418",124,97
2024-03-18,Taunggyi,24.1,0,29,8,"1,992",163,172
2024-03-25,Taunggyi,23,0,33,8,180,27,22
2024-04-01,Taunggyi,26,0,36,8,494,47,45
2024-04-08,Taunggyi,27.5,0,34,8,"1,079",79,93
2024-04-15,Taunggyi,27,0.01,23,8,"1,278",123,113
2024-04-22,Taunggyi,27.6,0,35,8,"1,983",157,159
2024-04-29,Taunggyi,28,0,32,8,179,29,22
2024-05-06,Taunggyi,25.8,0.5,44,8,522,47,50
2024-05-13,Taunggyi,26.9,0,41,8,958,80,93
2024-05-20,Taunggyi,24.8,17.87,70,7,"1,252",125,117
2024-05-27,Taunggyi,21.1,21.52,93,5,"2,311",177,139
2024-06-03,Taunggyi,22.2,11.04,87,5,201,25,19
2024-06-10,Taunggyi,23.4,11.06,80,6,471,43,44
2024-06-17,Taunggyi,20.9,10.27,90,5,832,89,72
2024-06-24,Taunggyi,21.8,13.01,88,5,"1,331",123,93
2024-07-01,Taunggyi,20.3,1.55,84,5,"2,326",152,135
2024-07-29,Taunggyi,18.5,8.67,97,5,219,24,21
2021-01-04,Taungnyo,26.7,0,60,8,556,59,50
2021-01-11,Taungnyo,25.8,0,59,8,978,78,90
2021-01-18,Taungnyo,25.6,0,56,8,"1,664",122,101
2021-01-25,Taungnyo,25.9,0,76,8,"2,101",180,161
2021-02-01,Taungnyo,26.8,0,69,8,217,19,26
2021-02-08,Taungnyo,26.7,1.5,72,7,443,50,43
2021-02-15,Taungnyo,26.2,0,69,8,"1,014",76,81
2021-02-22,Taungnyo,26.3,0,72,8,"1,460",104,97
2021-03-01,Taungnyo,27.1,0,67,8,"2,086",180,174
2021-03-08,Taungnyo,27.9,1.2,67,7,198,24,19
2021-03-15,Taungnyo,28,3.4,72,7,542,41,49
2021-03-22,Taungnyo,28.5,1.3,67,7,960,86,90
2021-03-29,Taungnyo,29.1,3.7,74,7,"1,456",97,108
2021-04-05,Taungnyo,27.3,7.1,77,7,"2,151",146,175
2021-04-12,Taungnyo,27.7,13.89,77,7,198,20,25
