date;location;avgtemp_c;totalprecip_mm;avghumidity;uv;feedintake (gm/bird/day);bodyweight (gm/bird);age(day)
2024-06-05;Hmawbi;27,4;14,21;83;7;191;2291;34
2024-06-06;Hmawbi;27,2;15,09;83;6;202;2406;35
2024-06-07;Hmawbi;26,3;2,02;83;6;205;2456;36
2024-06-08;Hmawbi;27,4;0,24;78;7;214;2666;37
2024-06-09;Hmawbi;28;1,21;78;7;217;2686;38
2024-06-10;Hmawbi;28,1;19,34;80;7;221;2741;39
2024-06-11;Hmawbi;25,7;14,44;89;6;222;2857;40
2024-06-12;Hmawbi;26,5;19,03;84;7;227;2971;41
2024-06-13;Hmawbi;27,1;10,86;84;6;234;3083;42
2024-06-14;Hmawbi;27,7;13,83;83;7;13;58;1
2024-06-15;Hmawbi;27,2;10,26;86;7;15;82;2
2024-06-16;Hmawbi;28,3;27,67;81;7;21;109;3
2024-06-17;Hmawbi;28,2;16,71;81;7;25;120;4
2024-06-18;Hmawbi;26,8;20,53;86;6;28;155;5
2024-06-19;Hmawbi;28;18,28;81;7;34;186;6
2024-06-20;Hmawbi;27,6;11,18;82;7;37;220;7
2024-06-21;Hmawbi;28,7;12,08;79;7;44;269;8
2024-06-22;Hmawbi;28,3;21,89;81;7;46;278;9
2024-06-23;Hmawbi;28,2;12,74;80;7;51;339;10
2024-06-24;Hmawbi;27,3;6,69;83;6;55;386;11
2024-06-25;Hmawbi;28,6;17,09;79;7;57;440;12
2024-06-26;Hmawbi;25,8;25,75;92;6;59;505;13
2024-06-27;Hmawbi;26,6;26,1;89;6;70;517;14
2024-06-28;Hmawbi;27,9;1,7;80;7;71;603;15
2024-06-29;Hmawbi;28,5;14,09;78;7;79;652;16
2024-06-30;Hmawbi;28,8;4,23;76;7;90;726;17
2024-07-01;Hmawbi;27;9,22;83;6;97;793;18
2024-07-02;Hmawbi;26,1;2,16;84;6;102;809;19
2024-07-03;Hmawbi;26,5;9,01;84;6;107;882;20
2024-07-04;Hmawbi;27,2;19,17;82;7;118;1070;21
2024-07-05;Hmawbi;26,6;6,04;83;6;123;1155;22
2024-07-06;Hmawbi;26,3;9,06;87;6;130;1224;23
2024-07-07;Hmawbi;27,6;9,58;82;7;132;1347;24
2024-07-08;Hmawbi;28,5;3,42;76;7;135;1429;25
2024-07-09;Hmawbi;28,7;3,96;75;7;145;1432;26
2024-07-10;Hmawbi;28,4;17,66;78;7;150;1485;27
2024-07-11;Hmawbi;26,1;15,42;86;6;154;1494;28
2024-07-12;Hmawbi;26,8;8,13;82;6;165;1611;29
2024-07-13;Hmawbi;25,6;6,73;89;6;168;1794;30
2024-07-14;Hmawbi;25,3;24,19;92;6;178;1887;31
2024-07-15;Hmawbi;26,8;13,26;84;6;181;2122;32
2024-07-16;Hmawbi;27,1;9,73;83;6;184;2168;33
2024-07-17;Hmawbi;26,6;14,68;86;6;195;2349;34
2024-07-18;Hmawbi;26,3;8,8;88;6;202;2420;35
2024-07-19;Hmawbi;25,1;33,11;94;6;205;2481;36
2024-07-20;Hmawbi;25,1;10,69;93;6;207;2652;37
2024-07-21;Hmawbi;25,8;26,11;89;6;208;2702;38
2024-07-22;Hmawbi;25,3;12,25;89;6;209;2801;39
2024-07-23;Hmawbi;25;22,21;93;6;221;2802;40
2024-07-24;Hmawbi;25,4;41,31;92;6;223;2808;41
2024-07-25;Hmawbi;25,4;19,71;91;6;228;3201;42
2024-07-26;Hmawbi;25,4;29,63;92;6;15;67;1
2024-07-27;Hmawbi;25;29,31;95;6;15;80;2
2024-07-28;Hmawbi;25,6;20,3;91;6;20;93;3
2024-07-29;Hmawbi;25,8;5,29;87;6;26;115;4
2024-07-30;Hmawbi;25,8;8,93;88;6;26;151;5
2024-07-31;Hmawbi;25,7;22,61;90;6;29;160;6
2024-08-01;Hmawbi;25,6;30,67;90;6;35;221;7
2024-08-02;Hmawbi;24,9;16,33;93;6;38;268;8
2024-08-03;Hmawbi;25,6;9,17;89;6;40;304;9
2024-08-04;Hmawbi;26,7;44,38;85;6;47;315;10
2024-08-05;Hmawbi;26,5;15,7;87;6;51;368;11
2024-08-06;Hmawbi;24,9;24,89;93;6;57;383;12
2024-08-07;Hmawbi;25,7;9,7;89;6;61;455;13
2024-08-08;Hmawbi;27;13,54;82;7;68;507;14
2024-08-09;Hmawbi;28,1;5,64;80;7;74;627;15
2024-08-10;Hmawbi;28;7,65;82;7;87;652;16
2024-08-11;Hmawbi;28,7;1,3;78;7;90;761;17
2024-08-12;Hmawbi;28,4;6,01;79;7;99;771;18
2024-08-13;Hmawbi;27,7;10,52;83;7;101;910;19
2024-08-14;Hmawbi;26,6;7,64;83;6;105;945;20
2024-08-15;Hmawbi;28,3;6,57;78;7;109;1030;21
2024-08-16;Hmawbi;28,2;19,93;82;7;110;1155;22
2024-08-17;Hmawbi;28,3;16,43;80;7;114;1210;23
2021-01-01;Mezali;23,5;0;56;8;13;62;1
2021-01-02;Mezali;23,4;0;58;7;19;78;2
2021-01-03;Mezali;23,8;0;60;8;20;103;3
2021-01-04;Mezali;23,9;0;59;8;25;112;4
2021-01-05;Mezali;24,5;0;57;8;26;161;5
2021-01-06;Mezali;25;0;53;8;32;170;6
2021-01-07;Mezali;26,2;0;48;8;34;197;7
2021-01-08;Mezali;26;0;50;8;43;249;8
2021-01-09;Mezali;26,8;0;57;8;44;287;9
2021-01-10;Mezali;26,9;0;53;8;48;312;10
2021-01-11;Mezali;25,1;0;52;8;55;366;11
2021-01-12;Mezali;24,9;0;64;8;57;447;12
2021-01-13;Mezali;24,3;0,2;59;6;69;457;13
2021-01-14;Mezali;23,3;0;52;7;69;564;14
2021-01-15;Mezali;22,8;0;50;7;72;590;15
2021-01-16;Mezali;22,3;0;58;7;78;612;16
2021-01-17;Mezali;22,6;0;60;7;80;649;17
2021-01-18;Mezali;22,9;0;56;7;84;700;18
2021-01-19;Mezali;24,2;0;57;8;92;816;19
2021-01-20;Mezali;24,1;0;60;8;104;885;20
2021-01-21;Mezali;24,2;0;54;8;104;1012;21
2021-01-22;Mezali;23,3;0;51;7;115;1142;22
2021-01-23;Mezali;23;0;49;7;118;1222;23
2021-01-24;Mezali;23,3;0;45;7;128;1333;24
2021-01-25;Mezali;23,8;0;42;8;137;1379;25
2021-01-26;Mezali;24,2;0;39;8;142;1414;26
2021-01-27;Mezali;24,5;0;35;8;145;1466;27
2021-01-28;Mezali;25,6;0;37;8;158;1714;28
2021-01-29;Mezali;25,9;0;39;8;165;1749;29
2021-01-30;Mezali;26,5;0;47;8;176;1904;30
2021-01-31;Mezali;25,5;0;29;8;178;1938;31
2021-02-01;Mezali;25;0;26;8;186;1972;32
2021-02-02;Mezali;23,1;0;23;8;190;2121;33
2021-02-03;Mezali;23,2;0;23;8;194;2220;34
2021-02-04;Mezali;24,7;0;29;8;200;2400;35
2021-02-05;Mezali;26,4;0;34;8;206;2496;36
2021-02-06;Mezali;26,2;0;45;8;208;2542;37
2021-02-07;Mezali;25,7;0;43;7;213;2594;38
2021-02-08;Mezali;23,8;0;38;8;221;2716;39
2021-02-09;Mezali;23,6;0;34;8;221;2974;40
2021-02-10;Mezali;24,4;0;34;8;227;3079;41
2021-02-11;Mezali;25,8;0;34;8;233;3128;42
2021-02-12;Mezali;25,4;0;36;8;13;58;1
2021-02-13;Mezali;25,3;0;36;8;19;76;2
2021-02-14;Mezali;24,7;0;38;8;22;106;3
2021-02-15;Mezali;23,9;0;43;8;26;122;4
2021-02-16;Mezali;24,9;0;40;8;29;151;5
2021-02-17;Mezali;25,6;0;34;8;36;184;6
2021-02-18;Mezali;26,4;0;37;8;37;211;7
2021-02-19;Mezali;26,5;0,1;50;7;39;243;8
2021-02-20;Mezali;27,7;0;41;8;40;279;9
2021-02-21;Mezali;28;0;32;8;44;342;10
2021-02-22;Mezali;28,5;0;31;9;59;347;11
2021-02-23;Mezali;28,8;0;30;9;60;442;12
2021-02-24;Mezali;28,5;0;31;9;66;451;13
2021-02-25;Mezali;27,3;0;45;9;73;560;14
2021-02-26;Mezali;27,6;0;45;9;76;579;15
2021-02-27;Mezali;27,9;0;42;9;77;684;16
2021-02-28;Mezali;28,3;0;32;9;90;754;17
2021-03-01;Mezali;28,1;0;40;9;91;773;18
2021-03-02;Mezali;28,4;0;39;9;96;824;19
2021-03-03;Mezali;28,2;0;40;9;107;943;20
2021-03-04;Mezali;28,7;0;32;9;111;1036;21
2021-03-05;Mezali;28,6;0;32;9;122;1124;22
2021-03-06;Mezali;28,9;0;23;9;132;1198;23
2021-03-07;Mezali;28,2;0;24;9;136;1322;24
2021-03-08;Mezali;29,2;0;24;9;141;1431;25
2021-03-09;Mezali;28,3;0;30;9;146;1502;26
2021-03-10;Mezali;30;0;36;9;158;1534;27
2021-03-11;Mezali;30,4;0;27;9;164;1720;28
2021-03-12;Mezali;30,5;0;27;9;166;1784;29
2021-03-13;Mezali;30,9;0;25;9;171;1818;30
2021-03-14;Mezali;30;0;27;9;174;2028;31
2021-03-15;Mezali;30,3;0;26;9;184;2050;32
2021-03-16;Mezali;29,5;0;25;9;188;2196;33
2021-03-17;Mezali;29,9;0;28;9;191;2348;34
2021-03-18;Mezali;30,3;0;27;9;202;2418;35
2021-03-19;Mezali;30,6;0;24;9;204;2540;36
2021-03-20;Mezali;30,6;0;28;9;214;2671;37
2021-03-21;Mezali;30,4;0;40;9;218;2747;38
2021-03-22;Mezali;31,6;0;37;10;222;2839;39
2021-03-23;Mezali;31,2;0;40;9;226;2942;40
2021-03-24;Mezali;31,6;0;39;10;229;3083;41
2021-03-25;Mezali;31,8;0;39;9;231;3206;42
2021-03-26;Mezali;32,6;0;34;10;13;67;1
2021-03-27;Mezali;32,2;0;34;10;19;79;2
2021-03-28;Mezali;32,3;0;34;10;20;99;3
2021-03-29;Mezali;31,6;0;32;9;25;134;4
2021-03-30;Mezali;32,2;0;33;9;26;160;5
2021-03-31;Mezali;30,8;0;39;9;35;177;6
2021-04-01;Mezali;30,7;0;41;9;36;202;7
2021-04-02;Mezali;31,2;0;42;9;44;267;8
2021-04-03;Mezali;28,5;0;54;7;50;292;9
2021-04-04;Mezali;25,5;0,8;67;6;51;295;10
2021-04-05;Mezali;26,2;20,3;47;6;59;335;11
2021-04-06;Mezali;26,9;12,8;43;7;59;440;12
2021-04-07;Mezali;28,3;0,2;53;7;62;446;13
2021-04-08;Mezali;28,9;0;52;9;73;485;14
2021-04-09;Mezali;29,1;0;48;9;74;559;15
2021-04-10;Mezali;30;0;40;9;85;632;16
2021-04-11;Mezali;30,6;0;42;9;88;720;17
2021-04-12;Mezali;30,9;0;41;9;93;754;18
2021-04-13;Mezali;31;0;41;9;106;866;19
2021-04-14;Mezali;31;0,2;41;8;108;964;20
2021-04-15;Mezali;30,8;0,1;45;8;109;1038;21
2021-04-16;Mezali;31;0;44;9;120;1119;22
2021-04-17;Mezali;30,9;0,4;44;8;129;1134;23
2021-04-18;Mezali;30,4;0;45;9;136;1319;24
2021-04-19;Mezali;30,6;0;51;8;137;1370;25
2021-04-20;Mezali;31,1;0;48;9;146;1442;26
2021-04-21;Mezali;31,9;0;48;9;150;1608;27
2021-04-22;Mezali;32,4;0;46;9;161;1645;28
2021-04-23;Mezali;33;0;46;9;164;1700;29
2021-04-24;Mezali;32,7;0;47;9;173;1700;30
2021-04-25;Mezali;33,1;0;51;9;182;1806;31
2021-04-26;Mezali;32,5;0;52;8;182;1914;32
2021-04-27;Mezali;31,7;0,3;49;8;188;2179;33
2021-04-28;Mezali;31,2;2,2;52;8;197;2314;34
2021-04-29;Mezali;31,3;0,5;55;8;200;2332;35
2021-04-30;Mezali;30,1;2,9;59;7;208;2449;36
2021-05-01;Mezali;29,4;6,1;58;7;213;2558;37
2021-05-02;Mezali;30,1;0,9;57;8;214;2684;38
2021-05-03;Mezali;31,4;0;47;9;221;2774;39
2021-05-04;Mezali;32,3;0;40;9;227;2959;40
2021-05-05;Mezali;32,8;0;44;9;228;3017;41
2021-05-06;Mezali;33;1,2;39;8;231;3104;42
2021-05-07;Mezali;32,1;0;48;8;13;56;1
2021-05-08;Mezali;32,5;1,3;44;8;19;72;2
2021-05-09;Mezali;31,8;0,5;48;8;20;91;3
2021-05-10;Mezali;32;3,4;49;8;27;125;4
2021-05-11;Mezali;31,5;0,9;51;8;30;157;5
2021-05-12;Mezali;31,5;3,3;51;8;35;192;6
2021-05-13;Mezali;31,9;0,5;49;8;35;217;7
2021-05-14;Mezali;31,7;1,3;50;8;42;253;8
2021-05-15;Mezali;32,4;0;47;9;42;278;9
2021-05-16;Mezali;33,7;0;45;9;53;328;10
2021-05-17;Mezali;34,5;0;47;9;57;351;11
2021-05-18;Mezali;34;0;50;8;61;390;12
2021-05-19;Mezali;33,1;0;50;8;68;504;13
2021-05-20;Mezali;33,5;0;51;9;74;557;14
2021-05-21;Mezali;33,7;0;51;9;75;601;15
2021-05-22;Mezali;32,5;0,9;51;8;87;697;16
2021-05-23;Mezali;28,8;1,97;73;7;88;731;17
2021-05-24;Mezali;28,1;9,6;72;7;93;746;18
2021-05-25;Mezali;28;16,66;72;7;102;821;19
2021-05-26;Mezali;27,7;6,2;65;7;110;875;20
2021-05-27;Mezali;30,3;0,8;54;8;118;1070;21
2021-05-28;Mezali;31;0;51;9;124;1134;22
2021-05-29;Mezali;29,9;2,65;63;7;132;1152;23
2021-05-30;Mezali;29,3;0,6;63;7;134;1226;24
2021-05-31;Mezali;30;7,5;57;8;143;1271;25
2021-06-01;Mezali;30,9;0;53;9;144;1462;26
2021-06-02;Mezali;31,5;0;54;9;150;1563;27
2021-06-03;Mezali;31,5;0;56;8;154;1616;28
2021-06-04;Mezali;31,5;1,4;56;8;163;1634;29
2021-06-05;Mezali;30,9;3,2;56;8;163;1828;30
2021-06-06;Mezali;30,8;2,2;56;8;166;1914;31
2021-06-07;Mezali;30,4;2,5;58;7;173;1964;32
2021-06-08;Mezali;29,2;2,5;65;7;176;1978;33
2021-06-09;Mezali;28,1;8,6;67;7;195;2324;34
2021-06-10;Mezali;27,5;39,4;74;7;200;2442;35
2021-06-11;Mezali;25;23,7;89;6;202;2561;36
2021-06-12;Mezali;24,9;6,5;88;6;208;2651;37
2021-06-13;Mezali;26,6;8,44;82;6;209;2702;38
2021-06-14;Mezali;25,7;17,48;89;6;221;2854;39
2021-06-15;Mezali;25;24,32;94;6;225;2877;40
2021-06-16;Mezali;24,3;56,45;94;6;227;3010;41
2021-06-17;Mezali;24,2;56,2;92;6;234;3105;42
2021-06-18;Mezali;23,6;42,02;95;5;14;67;1
2021-06-19;Mezali;25,1;19,7;87;6;19;87;2
2021-06-20;Mezali;26,8;10,4;76;6;23;109;3
2021-06-21;Mezali;27;14,1;72;6;26;130;4
2021-06-22;Mezali;27,1;10,4;73;7;29;152;5
2021-06-23;Mezali;26,9;4,5;79;7;33;166;6
2021-06-24;Mezali;26,5;8,6;77;6;38;202;7
2021-06-25;Mezali;26,5;4,64;83;7;39;231;8
2021-06-26;Mezali;26,9;6,4;81;7;46;282;9
2021-06-27;Mezali;27,6;1,9;76;7;46;301;10
2021-06-28;Mezali;26,4;0,7;82;6;54;394;11
2021-06-29;Mezali;26,4;5,4;81;6;61;411;12
2021-06-30;Mezali;26,1;12,2;81;6;65;440;13
2021-07-01;Mezali;27;7,6;72;7;74;553;14
2021-07-02;Mezali;26,5;14,5;77;6;77;559;15
2021-07-03;Mezali;27,1;8,8;73;7;80;694;16
2021-07-04;Mezali;26,7;2,5;77;6;94;720;17
2021-07-05;Mezali;28,5;4,6;72;7;96;838;18
2021-07-06;Mezali;28,7;2,1;71;7;98;911;19
2021-07-07;Mezali;28,3;26,8;71;7;109;918;20
2021-07-08;Mezali;28,1;7,2;68;7;109;1078;21
2021-07-09;Mezali;26,5;4,5;80;7;125;1168;22
2021-07-10;Mezali;27,5;4,5;77;7;127;1170;23
2021-07-11;Mezali;27,6;12,04;79;7;134;1277;24
2021-07-12;Mezali;26,2;18,43;87;6;145;1298;25
2021-07-13;Mezali;27,3;0,2;78;7;148;1478;26
2021-07-14;Mezali;28,6;0,2;73;7;150;1522;27
2021-07-15;Mezali;28,6;3,2;67;7;150;1565;28
2021-07-16;Mezali;27,2;8,1;82;6;163;1748;29
2021-07-17;Mezali;27,4;2,2;80;6;164;1904;30
2021-07-18;Mezali;27,8;2,7;78;7;178;1968;31
2021-07-19;Mezali;27,8;2,6;74;7;182;2008;32
2021-07-20;Mezali;26,8;5,34;80;7;188;2075;33
2021-07-21;Mezali;25,5;70,32;90;6;190;2287;34
2021-07-22;Mezali;25,8;14,18;90;6;192;2322;35
2021-07-23;Mezali;26,4;5,9;86;6;201;2357;36
2021-07-24;Mezali;27,7;3,3;79;7;212;2486;37
2021-07-25;Mezali;27,7;4,3;77;7;214;2684;38
2021-07-26;Mezali;25,7;39;90;6;217;2818;39
2021-07-27;Mezali;26,2;43,2;86;6;223;2875;40
2021-07-28;Mezali;26,2;21,8;87;6;225;3034;41
2021-07-29;Mezali;27,4;3,4;82;7;235;3168;42
2021-07-30;Mezali;26,8;9,59;85;7;14;63;1
2021-07-31;Mezali;27,7;5,1;76;7;17;82;2
2021-08-01;Mezali;26,2;7,7;85;6;21;98;3
2021-08-02;Mezali;25,7;6,3;87;6;22;121;4
2021-08-03;Mezali;24,8;43,2;93;6;26;142;5
2021-08-04;Mezali;24,1;46,95;96;6;35;165;6
2021-08-05;Mezali;25,4;36,6;88;6;36;210;7
2021-08-06;Mezali;26,8;2,72;83;7;41;245;8
2021-08-07;Mezali;25,6;5,5;88;6;46;303;9
2021-08-08;Mezali;26,8;5;81;7;51;310;10
2021-08-09;Mezali;27,7;0,1;77;7;54;356;11
2021-08-10;Mezali;27,8;2,9;78;7;54;378;12
2021-08-11;Mezali;28,1;0,1;77;7;66;506;13
2021-08-12;Mezali;26,9;0,8;87;6;67;522;14
2021-08-13;Mezali;27,8;7,9;81;7;80;529;15
2021-08-14;Mezali;27,1;18,4;82;7;84;577;16
2021-08-15;Mezali;26,5;7,6;87;7;84;645;17
2021-08-16;Mezali;25,4;16,07;92;6;98;840;18
2021-08-17;Mezali;24,8;8,5;92;6;99;911;19
2021-08-18;Mezali;25,6;2,4;88;6;113;981;20
2021-08-19;Mezali;26,6;4,7;83;7;113;1032;21
2021-08-20;Mezali;27,1;2,8;79;6;123;1070;22
2021-08-21;Mezali;27,6;6,8;82;7;127;1240;23
2021-08-22;Mezali;27,8;8,8;79;7;136;1284;24
2021-08-23;Mezali;27,7;3,5;77;7;139;1390;25
2021-08-24;Mezali;27,9;4;78;7;143;1430;26
2021-08-25;Mezali;27,2;8,39;79;7;153;1452;27
2021-08-26;Mezali;27,5;6,1;81;7;161;1695;28
2021-08-27;Mezali;27,1;1,8;84;7;163;1820;29
2021-08-28;Mezali;26,1;1,1;90;6;170;1868;30
2021-08-29;Mezali;26;4,8;87;6;172;1918;31
2021-08-30;Mezali;25,9;0,8;88;6;181;2058;32
2021-08-31;Mezali;26,7;2,02;86;7;192;2171;33
2021-09-01;Mezali;26;17,03;89;6;193;2255;34
2021-09-02;Mezali;26,7;4,1;86;7;198;2278;35
2021-09-03;Mezali;26,7;5,1;84;7;204;2369;36
2021-09-04;Mezali;25,9;8,09;90;6;212;2543;37
2021-09-05;Mezali;24,7;6,3;94;6;215;2583;38
2021-09-06;Mezali;25,2;4,7;89;6;223;2879;39
2021-09-07;Mezali;26,4;4,9;86;7;225;2882;40
2021-09-08;Mezali;27;7,03;84;7;228;2974;41
2021-09-09;Mezali;27,4;23,6;83;7;232;3025;42
2021-09-10;Mezali;26,7;66,15;86;7;15;56;1
2021-09-11;Mezali;25,3;10,06;93;6;17;85;2
2021-09-12;Mezali;24,9;12,93;93;6;20;98;3
2021-09-13;Mezali;25,7;5,7;89;7;26;122;4
2021-09-14;Mezali;25,8;4,8;90;6;30;151;5
2021-09-15;Mezali;26,8;10,77;87;7;36;173;6
2021-09-16;Mezali;26,7;16,09;86;7;40;217;7
2021-09-17;Mezali;25,5;9,33;94;6;43;237;8
2021-09-18;Mezali;25,3;4,52;93;6;48;259;9
2021-09-19;Mezali;26,2;8,47;85;7;50;326;10
2021-09-20;Mezali;26,8;5,97;84;7;52;344;11
2021-09-21;Mezali;26,3;4,7;86;7;59;432;12
2021-09-22;Mezali;26,9;6,8;85;7;70;463;13
2021-09-23;Mezali;26,6;20,92;87;7;71;494;14
2021-09-24;Mezali;25,7;3,8;90;6;76;634;15
2021-09-25;Mezali;26,1;12,78;88;7;84;636;16
2021-09-26;Mezali;25,6;20,59;89;6;86;699;17
2021-09-27;Mezali;25,1;55,45;90;6;96;815;18
2021-09-28;Mezali;25,2;6,46;89;6;104;835;19
2021-09-29;Mezali;26,9;0,4;84;7;108;884;20
2021-09-30;Mezali;28;0;81;7;110;936;21
2021-10-01;Mezali;28,5;0;80;8;111;1043;22
2021-10-02;Mezali;27,1;15,05;87;7;125;1212;23
2021-10-03;Mezali;26,2;6,03;90;6;126;1215;24
2021-10-04;Mezali;26,3;1,1;88;7;133;1240;25
2021-10-05;Mezali;26,9;0,8;84;7;135;1488;26
2021-10-06;Mezali;27,6;4,5;82;7;148;1531;27
2021-10-07;Mezali;27,6;0,9;83;7;149;1665;28
2021-10-08;Mezali;27,5;0,7;86;7;150;1794;29
2021-10-09;Mezali;26,7;0,1;89;7;176;1928;30
2021-10-10;Mezali;27,4;0;85;7;178;2023;31
2021-10-11;Mezali;27,2;15,1;87;7;179;2082;32
2021-10-12;Mezali;26;22,04;90;6;180;2114;33
2021-10-13;Mezali;26,6;1,5;87;7;183;2333;34
2021-10-14;Mezali;26,8;6,67;88;7;188;2454;35
2021-10-15;Mezali;26;28,87;89;6;191;2459;36
2021-10-16;Mezali;24,9;21,39;92;6;192;2592;37
2021-10-17;Mezali;23,3;30,3;98;5;202;2774;38
2021-10-18;Mezali;24,2;3,71;96;6;210;2840;39
2021-10-19;Mezali;25;6,9;90;6;215;2846;40
2021-10-20;Mezali;25,5;4,7;90;6;229;2974;41
2021-10-21;Mezali;25,9;3,69;88;7;235;3196;42
2021-10-22;Mezali;25,8;7,3;91;6;15;66;1
2021-10-23;Mezali;25,4;5,83;92;6;15;80;2
2021-10-24;Mezali;25,6;3;87;7;20;100;3
2021-10-25;Mezali;25,8;1,39;88;7;25;131;4
2021-10-26;Mezali;26,2;2,4;84;7;28;143;5
2021-10-27;Mezali;26,3;0;84;7;29;159;6
2021-10-28;Mezali;26,6;0,8;83;7;40;220;7
2021-10-29;Mezali;26,6;0,4;85;7;41;222;8
2021-10-30;Mezali;25,9;7,89;87;6;48;254;9
2021-10-31;Mezali;25,8;0,5;88;7;50;316;10
2021-11-01;Mezali;25,8;0;87;7;59;345;11
2021-11-02;Mezali;26,3;1,4;85;7;64;431;12
2021-11-03;Mezali;26;0,4;86;7;65;468;13
2021-11-04;Mezali;25,7;6,4;88;6;75;560;14
2021-11-05;Mezali;25,8;0,1;84;7;78;609;15
2021-11-06;Mezali;26,3;0;82;7;87;662;16
2021-11-07;Mezali;26,1;0;84;7;94;763;17
2021-11-08;Mezali;25,8;0;79;8;98;795;18
2021-11-09;Mezali;25,8;1,3;78;7;104;857;19
2021-11-10;Mezali;26,1;2,6;84;7;112;953;20
2021-11-11;Mezali;26,3;0;85;7;112;1004;21
2021-11-12;Mezali;26,5;0;82;7;114;1095;22
2021-11-13;Mezali;26,6;0,1;85;7;132;1162;23
2021-11-14;Mezali;26,3;0,3;83;7;132;1197;24
2021-11-15;Mezali;26,5;1,07;84;7;133;1224;25
2021-11-16;Mezali;26,3;0;84;7;140;1454;26
2021-11-17;Mezali;25,9;0;81;8;155;1558;27
2021-11-18;Mezali;25,7;0;80;8;157;1618;28
2021-11-19;Mezali;26;0;80;7;166;1643;29
2021-11-20;Mezali;26,3;0;80;7;174;1788;30
2021-11-21;Mezali;26,2;0;79;8;178;1983;31
2021-11-22;Mezali;26,6;0;79;8;184;2010;32
2021-11-23;Mezali;26,4;0;77;8;186;2101;33
2021-11-24;Mezali;26,1;0;77;8;188;2175;34
2021-11-25;Mezali;25,1;0;81;6;202;2208;35
2021-11-26;Mezali;25,1;0,4;82;6;203;2266;36
2021-11-27;Mezali;24,6;0;81;6;214;2354;37
2021-11-28;Mezali;24,5;0;75;7;215;2735;38
2021-11-29;Mezali;24,7;0;71;8;217;2807;39
2021-11-30;Mezali;24,2;0;71;8;220;2872;40
2021-12-01;Mezali;23,5;0;70;7;221;2957;41
2021-12-02;Mezali;24,1;0;68;7;231;2972;42
2021-12-03;Mezali;24,6;0;68;7;13;67;1
2021-12-04;Mezali;24,9;0;74;6;19;87;2
2021-12-05;Mezali;24,6;0;70;7;21;97;3
2021-12-06;Mezali;24,2;0;71;7;26;127;4
2021-12-07;Mezali;24,6;0;72;8;30;160;5
2021-12-08;Mezali;24,8;0;73;8;36;167;6
2021-12-09;Mezali;25,1;0;72;8;38;212;7
2021-12-10;Mezali;25,8;0;70;7;44;265;8
2021-12-11;Mezali;26,1;0;71;8;48;311;9
2021-12-12;Mezali;25,4;0;70;8;53;339;10
2021-12-13;Mezali;24,7;0;71;7;60;382;11
2021-12-14;Mezali;24,5;0;67;8;61;414;12
2021-12-15;Mezali;23,5;0;63;8;65;472;13
2021-12-16;Mezali;22,8;0;60;8;66;522;14
2021-12-17;Mezali;22;0;59;7;70;590;15
2021-12-18;Mezali;22,1;0;57;7;80;655;16
2021-12-19;Mezali;23;0;57;7;94;716;17
2021-12-20;Mezali;23,3;0;63;7;95;758;18
2021-12-21;Mezali;23,3;0;65;6;103;773;19
2021-12-22;Mezali;22,5;0;66;7;109;914;20
2021-12-23;Mezali;21,1;0;65;7;115;1042;21
2021-12-24;Mezali;20,8;0;62;7;118;1053;22
2021-12-25;Mezali;21,3;0;59;7;127;1252;23
2021-12-26;Mezali;21,5;0;58;7;132;1284;24
2021-12-27;Mezali;21,9;0;58;7;136;1341;25
2021-12-28;Mezali;22,6;0;57;8;147;1364;26
2021-12-29;Mezali;22,8;0;56;8;158;1594;27
2021-12-30;Mezali;23,2;0;53;8;164;1642;28
2021-12-31;Mezali;23,8;0;49;8;165;1719;29
2022-01-01;Mezali;23,2;0;50;8;167;1908;30
2022-01-02;Mezali;23,1;0;51;8;170;1974;31
2022-01-03;Mezali;23,7;0;50;8;183;1992;32
2022-01-04;Mezali;23,8;0;50;8;190;2058;33
2022-01-05;Mezali;23,2;0;50;8;197;2249;34
2022-01-06;Mezali;23,1;0;49;8;198;2428;35
2022-01-07;Mezali;23,4;0;45;8;204;2476;36
2022-01-08;Mezali;23,6;0;41;8;212;2624;37
2022-01-09;Mezali;23,8;0;42;8;213;2779;38
2022-01-10;Mezali;24,2;0;43;8;223;2848;39
2022-01-11;Mezali;24,1;0;44;8;223;2979;40
2022-01-12;Mezali;25;0;42;7;229;3076;41
2022-01-13;Mezali;24,3;0;43;8;235;3101;42
2022-01-14;Mezali;25;0,6;41;7;14;66;1
2022-01-15;Mezali;23,3;5;58;6;16;79;2
2022-01-16;Mezali;23,7;0;56;6;19;110;3
2022-01-17;Mezali;23,7;0;54;8;27;115;4
2022-01-18;Mezali;23,1;0;47;8;31;157;5
2022-01-19;Mezali;23;0;47;8;32;177;6
2022-01-20;Mezali;22,5;0,1;56;6;39;217;7
2022-01-21;Mezali;21,8;0;52;8;42;237;8
2022-01-22;Mezali;21,6;0;45;7;46;277;9
2022-01-23;Mezali;21,9;0;41;7;46;296;10
2022-01-24;Mezali;22,8;0;41;8;54;391;11
2022-01-25;Mezali;23,6;0;44;8;54;406;12
2022-01-26;Mezali;24;0;44;8;63;472;13
2022-01-27;Mezali;24,5;0;48;8;71;500;14
2022-01-28;Mezali;24,4;0;48;8;77;601;15
2022-01-29;Mezali;21,6;0;42;8;78;673;16
